id,canonical_slug,name,developer,model,created,description,context_length,architecture_input_modalities,architecture_output_modalities,architecture_tokenizer,architecture_instruct_type,pricing_prompt,pricing_completion,pricing_request,pricing_image,pricing_web_search,pricing_internal_reasoning,pricing_input_cache_read,pricing_input_cache_write,top_provider_context_length,top_provider_max_completion_tokens,top_provider_is_moderated,supported_parameters,default_parameters,expiration_date,knowledge_cutoff,links,per_request_limits,supported_voices,hugging_face_id,benchmarks_design_arena
"perplexity/sonar-reasoning-pro","perplexity/sonar-reasoning-pro","Perplexity: Sonar Reasoning Pro","Perplexity","Sonar Reasoning Pro","1741313308","Note: Sonar Pro pricing includes Perplexity search pricing. See [details here](https://docs.perplexity.ai/guides/pricing#detailed-pricing-breakdown-for-sonar-reasoning-pro-and-sonar-pro) Sonar Reasoning Pro is a premier reasoning model powered by DeepSeek R1 with Chain of Thought (CoT). Designed for...","128000","text|image","text","Other","deepseek-r1","0.000002","0.000008","","","0.005","","","","128000","","","frequency_penalty|include_reasoning|max_tokens|presence_penalty|reasoning|temperature|top_k|top_p|web_search_options","{}","","","{""details"":""/api/v1/models/perplexity/sonar-reasoning-pro/endpoints""}","null","null","",""
"perplexity/sonar-pro","perplexity/sonar-pro","Perplexity: Sonar Pro","Perplexity","Sonar Pro","1741312423","Note: Sonar Pro pricing includes Perplexity search pricing. See [details here](https://docs.perplexity.ai/guides/pricing#detailed-pricing-breakdown-for-sonar-reasoning-pro-and-sonar-pro) For enterprises seeking more advanced capabilities; the Sonar Pro API can handle in-depth; multi-step queries with added extensibility; like...","200000","text|image","text","Other","","0.000003","0.000015","","","0.005","","","","200000","8000","","frequency_penalty|max_tokens|presence_penalty|temperature|top_k|top_p|web_search_options","{}","","","{""details"":""/api/v1/models/perplexity/sonar-pro/endpoints""}","null","null","",""
"perplexity/sonar-deep-research","perplexity/sonar-deep-research","Perplexity: Sonar Deep Research","Perplexity","Sonar Deep Research","1741311246","Sonar Deep Research is a research-focused model designed for multi-step retrieval; synthesis; and reasoning across complex topics. It autonomously searches; reads; and evaluates sources; refining its approach as it gathers...","128000","text","text","Other","deepseek-r1","0.000002","0.000008","","","0.005","0.000003","","","128000","","","frequency_penalty|include_reasoning|max_tokens|presence_penalty|reasoning|temperature|top_k|top_p|web_search_options","{}","","","{""details"":""/api/v1/models/perplexity/sonar-deep-research/endpoints""}","null","null","",""
"mistralai/mistral-saba","mistralai/mistral-saba-2502","Mistral: Saba","Mistral","Saba","1739803239","Mistral Saba is a 24B-parameter language model specifically designed for the Middle East and South Asia; delivering accurate and contextually relevant responses while maintaining efficient performance. Trained on curated regional...","32768","text|file","text","Mistral","","0.0000002","0.0000006","","","","","0.00000002","","32768","","","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_p","{""temperature"":0.3}","","2024-09-30","{""details"":""/api/v1/models/mistralai/mistral-saba-2502/endpoints""}","null","null","",""
"openai/o3-mini-high","openai/o3-mini-high-2025-01-31","OpenAI: o3 Mini High","OpenAI","o3 Mini High","1739372611","OpenAI o3-mini-high is the same model as [o3-mini](/openai/o3-mini) with reasoning_effort set to high. o3-mini is a cost-efficient language model optimized for STEM reasoning tasks; particularly excelling in science; mathematics; and...","200000","text|file","text","GPT","","0.0000011","0.0000044","","","0.01","","0.00000055","","200000","100000","true","include_reasoning|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2023-10-31","{""details"":""/api/v1/models/openai/o3-mini-high-2025-01-31/endpoints""}","null","null","",""
"aion-labs/aion-1.0","aion-labs/aion-1.0","AionLabs: Aion-1.0","AionLabs","Aion-1.0","1738697557","Aion-1.0 is a multi-model system designed for high performance across various tasks; including reasoning and coding. It is built on DeepSeek-R1; augmented with additional models and techniques such as Tree...","131072","text","text","Other","","0.000004","0.000008","","","","","","","131072","32768","","include_reasoning|max_tokens|reasoning|temperature|top_p","{}","","","{""details"":""/api/v1/models/aion-labs/aion-1.0/endpoints""}","null","null","",""
"aion-labs/aion-1.0-mini","aion-labs/aion-1.0-mini","AionLabs: Aion-1.0-Mini","AionLabs","Aion-1.0-Mini","1738697107","Aion-1.0-Mini 32B parameter model is a distilled version of the DeepSeek-R1 model; designed for strong performance in reasoning domains such as mathematics; coding; and logic. It is a modified variant...","131072","text","text","Other","","0.0000007","0.0000014","","","","","","","131072","32768","","include_reasoning|max_tokens|reasoning|temperature|top_p","{}","","","{""details"":""/api/v1/models/aion-labs/aion-1.0-mini/endpoints""}","null","null","FuseAI/FuseO1-DeepSeekR1-QwQ-SkyT1-32B-Preview",""
"aion-labs/aion-rp-llama-3.1-8b","aion-labs/aion-rp-llama-3.1-8b","AionLabs: Aion-RP 1.0 (8B)","AionLabs","Aion-RP 1.0 (8B)","1738696718","Aion-RP-Llama-3.1-8B ranks the highest in the character evaluation portion of the RPBench-Auto benchmark; a roleplaying-specific variant of Arena-Hard-Auto; where LLMs evaluate each other’s responses. It is a fine-tuned base model...","32768","text","text","Other","","0.0000008","0.0000016","","","","","","","32768","32768","","max_tokens|temperature|top_p","{}","","2023-12-31","{""details"":""/api/v1/models/aion-labs/aion-rp-llama-3.1-8b/endpoints""}","null","null","",""
"qwen/qwen2.5-vl-72b-instruct","qwen/qwen2.5-vl-72b-instruct","Qwen: Qwen2.5 VL 72B Instruct","Qwen","Qwen2.5 VL 72B Instruct","1738410311","Qwen2.5-VL is proficient in recognizing common objects such as flowers; birds; fish; and insects. It is also highly capable of analyzing texts; charts; icons; graphics; and layouts within images.","131072","text|image","text","Qwen","","0.0000008","0.000001","","","","","0.0000004","","128000","128000","","frequency_penalty|logit_bias|logprobs|max_tokens|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|top_k|top_logprobs|top_p","{}","","2024-06-30","{""details"":""/api/v1/models/qwen/qwen2.5-vl-72b-instruct/endpoints""}","null","null","Qwen/Qwen2.5-VL-72B-Instruct",""
"qwen/qwen-plus","qwen/qwen-plus-2025-01-25","Qwen: Qwen-Plus","Qwen","Qwen-Plus","1738409840","Qwen-Plus; based on the Qwen2.5 foundation model; is a 131K context model with a balanced performance; speed; and cost combination.","1000000","text","text","Qwen","","0.00000026","0.00000078","","","","","0.000000052","0.000000325","1000000","32768","","logprobs|max_tokens|presence_penalty|response_format|seed|structured_outputs|temperature|tool_choice|tools|top_logprobs|top_p","{}","","2025-03-31","{""details"":""/api/v1/models/qwen/qwen-plus-2025-01-25/endpoints""}","null","null","",""
"openai/o3-mini","openai/o3-mini-2025-01-31","OpenAI: o3 Mini","OpenAI","o3 Mini","1738351721","OpenAI o3-mini is a cost-efficient language model optimized for STEM reasoning tasks; particularly excelling in science; mathematics; and coding. This model supports the `reasoning_effort` parameter; which can be set to...","200000","text|file","text","GPT","","0.0000011","0.0000044","","","0.01","","0.00000055","","200000","100000","true","include_reasoning|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2023-10-31","{""details"":""/api/v1/models/openai/o3-mini-2025-01-31/endpoints""}","null","null","",""
"mistralai/mistral-small-24b-instruct-2501","mistralai/mistral-small-24b-instruct-2501","Mistral: Mistral Small 3","Mistral","Mistral Small 3","1738255409","Mistral Small 3 is a 24B-parameter language model optimized for low-latency performance across common AI tasks. Released under the Apache 2.0 license; it features both pre-trained and instruction-tuned versions designed...","32768","text","text","Mistral","","0.00000005","0.00000008","","","","","","","32768","16384","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|top_k|top_p","{""temperature"":0.3;""top_p"":null;""frequency_penalty"":null}","","2023-10-31","{""details"":""/api/v1/models/mistralai/mistral-small-24b-instruct-2501/endpoints""}","null","null","mistralai/Mistral-Small-24B-Instruct-2501",""
"perplexity/sonar","perplexity/sonar","Perplexity: Sonar","Perplexity","Sonar","1738013808","Sonar is lightweight; affordable; fast; and simple to use — now featuring citations and the ability to customize sources. It is designed for companies seeking to integrate lightweight question-and-answer features...","127072","text|image","text","Other","","0.000001","0.000001","","","0.005","","","","127072","","","frequency_penalty|max_tokens|presence_penalty|temperature|top_k|top_p|web_search_options","{}","","","{""details"":""/api/v1/models/perplexity/sonar/endpoints""}","null","null","",""
"deepseek/deepseek-r1-distill-llama-70b","deepseek/deepseek-r1-distill-llama-70b","DeepSeek: R1 Distill Llama 70B","DeepSeek","R1 Distill Llama 70B","1737663169","DeepSeek R1 Distill Llama 70B is a distilled large language model based on [Llama-3.3-70B-Instruct](/meta-llama/llama-3.3-70b-instruct); using outputs from [DeepSeek R1](/deepseek/deepseek-r1). The model combines advanced distillation techniques to achieve high performance across...","128000","text","text","Llama3","deepseek-r1","0.0000008","0.0000008","","","","","","","8192","8192","","frequency_penalty|include_reasoning|max_tokens|presence_penalty|reasoning|repetition_penalty|seed|stop|temperature|top_k|top_p","{}","","2024-07-31","{""details"":""/api/v1/models/deepseek/deepseek-r1-distill-llama-70b/endpoints""}","null","null","deepseek-ai/DeepSeek-R1-Distill-Llama-70B",""
"deepseek/deepseek-r1","deepseek/deepseek-r1","DeepSeek: R1","DeepSeek","R1","1737381095","DeepSeek R1 is here: Performance on par with [OpenAI o1](/openai/o1); but open-sourced and with fully open reasoning tokens. It's 671B parameters in size; with 37B active in an inference pass....","163840","text","text","DeepSeek","deepseek-r1","0.0000007","0.0000025","","","","","","","64000","16000","","frequency_penalty|include_reasoning|max_completion_tokens|max_tokens|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2024-07-31","{""details"":""/api/v1/models/deepseek/deepseek-r1/endpoints""}","null","null","deepseek-ai/DeepSeek-R1",""
"minimax/minimax-01","minimax/minimax-01","MiniMax: MiniMax-01","MiniMax","MiniMax-01","1736915462","MiniMax-01 is a combines MiniMax-Text-01 for text generation and MiniMax-VL-01 for image understanding. It has 456 billion parameters; with 45.9 billion parameters activated per inference; and can handle a context...","1000192","text|image","text","Other","","0.0000002","0.0000011","","","","","","","1000192","1000192","","max_tokens|temperature|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2024-03-31","{""details"":""/api/v1/models/minimax/minimax-01/endpoints""}","null","null","MiniMaxAI/MiniMax-Text-01",""
"microsoft/phi-4","microsoft/phi-4","Microsoft: Phi 4","Microsoft","Phi 4","1736489872","[Microsoft Research](/microsoft) Phi-4 is designed to perform well in complex reasoning tasks and can operate efficiently in situations with limited memory or where quick responses are needed. At 14 billion...","16384","text","text","Other","","0.00000007","0.00000014","","","","","","","16384","16384","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|top_k|top_p","{}","","2024-06-30","{""details"":""/api/v1/models/microsoft/phi-4/endpoints""}","null","null","microsoft/phi-4",""
"sao10k/l3.1-70b-hanami-x1","sao10k/l3.1-70b-hanami-x1","Sao10K: Llama 3.1 70B Hanami x1","Sao10K","Llama 3.1 70B Hanami x1","1736302854","This is [Sao10K](/sao10k)'s experiment over [Euryale v2.2](/sao10k/l3.1-euryale-70b).","16000","text","text","Llama3","","0.000003","0.000003","","","","","","","16000","","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|seed|stop|structured_outputs|temperature|top_k|top_p","{}","","2023-12-31","{""details"":""/api/v1/models/sao10k/l3.1-70b-hanami-x1/endpoints""}","null","null","Sao10K/L3.1-70B-Hanami-x1",""
"deepseek/deepseek-chat","deepseek/deepseek-chat-v3","DeepSeek: DeepSeek V3","DeepSeek","DeepSeek V3","1735241320","DeepSeek-V3 is the latest model from the DeepSeek team; building upon the instruction following and coding abilities of the previous versions. Pre-trained on nearly 15 trillion tokens; the reported evaluations...","131072","text","text","DeepSeek","","0.0000002002","0.0000008001","","","","","","","128000","16000","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_p","{}","","2024-07-31","{""details"":""/api/v1/models/deepseek/deepseek-chat-v3/endpoints""}","null","null","deepseek-ai/DeepSeek-V3","models/3d:elo=1165,wr=50.7,rank=55|models/codecategories:elo=1158,wr=48.5,rank=68|models/dataviz:elo=1141,wr=51.4,rank=70|models/gamedev:elo=1120,wr=43.9,rank=75|models/svg:elo=1034,wr=38.8,rank=69|models/uicomponent:elo=1148,wr=52.8,rank=63|models/website:elo=1163,wr=48.5,rank=66"
"sao10k/l3.3-euryale-70b","sao10k/l3.3-euryale-70b-v2.3","Sao10K: Llama 3.3 Euryale 70B","Sao10K","Llama 3.3 Euryale 70B","1734535928","Euryale L3.3 70B is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k). It is the successor of [Euryale L3 70B v2.2](/models/sao10k/l3-euryale-70b).","131072","text","text","Llama3","llama3","0.00000065","0.00000075","","","","","","","131072","16384","","frequency_penalty|logprobs|max_tokens|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|top_logprobs|top_p","{}","","2023-12-31","{""details"":""/api/v1/models/sao10k/l3.3-euryale-70b-v2.3/endpoints""}","null","null","Sao10K/L3.3-70B-Euryale-v2.3",""
"openai/o1","openai/o1-2024-12-17","OpenAI: o1","OpenAI","o1","1734459999","The latest and strongest model family from OpenAI; o1 is designed to spend more time thinking before responding. The o1 model series is trained with large-scale reinforcement learning to reason...","200000","text|image|file","text","GPT","","0.000015","0.00006","","","0.01","","0.0000075","","200000","100000","true","include_reasoning|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2023-10-31","{""details"":""/api/v1/models/openai/o1-2024-12-17/endpoints""}","null","null","",""
